9391   ,19354  
4413   ,13871  
6198   ,13862  
3842   ,9161   
8297   ,17139  
10336  ,18436  
4386   ,13657  
11790  ,19557  
2109   ,9927   
12117  ,22486  
4842   ,14536  
20991  ,32532  
7748   ,16787  
10500  ,16442  
19650  ,31627  
4043   ,14336  
16433  ,29267  
8779   ,21032  
8221   ,16915  
5255   ,18014  
4476   ,10988  
8031   ,14805  
3908   ,8988   
5437   ,11441  
4471   ,11937  
5633   ,12676  
4402   ,12580  
2218   ,6124   
3576   ,9157   
3935   ,9413   
9611   ,17768  
6623   ,13575  
6674   ,13733  
3252   ,9064   
1790   ,4325   
4323   ,9777   
4326   ,9267   
3749   ,9092   
5921   ,10095  
6068   ,10063  
6746   ,10484  
8      ,8      
8      ,8      
5064   ,10597  
4509   ,10141  
5597   ,14399  
4080   ,8852   
6435   ,11865  
3504   ,8559   
8      ,8      
8      ,8      
3155   ,6371   
4519   ,14515  
6132   ,16491  
4838   ,10858  
5025   ,11782  
6507   ,13652  
4521   ,9882   
2355   ,4511   
4656   ,10758  
5787   ,11179  
14500  ,27165  
9321   ,29302  
7499   ,16073  
7574   ,16244  
4579   ,14210  
5943   ,12873  
4360   ,9951   
8311   ,17273  
10377  ,19866  
11874  ,23362  
8426   ,16578  
3022   ,9668   
10998  ,22601  
5261   ,14619  
14490  ,25299  
6140   ,13484  
15034  ,24157  
19564  ,30405  
5054   ,19367  
16104  ,28427  
8311   ,20742  
6612   ,15157  
5298   ,17276  
3233   ,9400   
12743  ,22635  
4638   ,12856  
6331   ,12854  
4351   ,12232  
5455   ,11979  
4291   ,12234  
2035   ,6249   
4223   ,10152  
4142   ,9815   
15267  ,25817  
6124   ,12846  
5610   ,13452  
2578   ,6890   
2737   ,4812   
3440   ,7748   
4151   ,9245   
3446   ,8968   
6634   ,10821  
4721   ,8083   
4469   ,6953   
8      ,8      
8      ,8      
3646   ,7640   
4364   ,9752   
5592   ,14544  
6430   ,11439  
5467   ,10372  
2850   ,6681   
8      ,8      
8      ,8      
2413   ,5013   
4156   ,10856  
5868   ,13581  
5340   ,10917  
5713   ,11936  
5325   ,10753  
3380   ,7158   
1823   ,3367   
3620   ,8675   
5802   ,10691  
8617   ,20261  
9687   ,28909  
6722   ,13048  
6276   ,13204  
4170   ,16298  
5048   ,11181  
3895   ,8883   
7609   ,16884  
16348  ,30704  
26649  ,47179  
8453   ,18377  
3485   ,9269   
7553   ,16283  
5726   ,16687  
10649  ,20060  
5221   ,11198  
12485  ,24465  
8620   ,19173  
5232   ,22645  
14532  ,26296  
9224   ,22604  
5218   ,13164  
5582   ,16927  
5486   ,12572  
8660   ,16178  
7673   ,18053  
6028   ,12323  
3563   ,10216  
5113   ,11132  
3727   ,15281  
2011   ,5893   
4457   ,10668  
10606  ,24229  
13873  ,23032  
5433   ,11309  
4147   ,8469   
1929   ,5132   
850    ,2186   
2971   ,6697   
15101  ,24448  
9856   ,20390  
5468   ,9455   
4516   ,7502   
2382   ,4234   
8      ,8      
8      ,8      
2737   ,5797   
3990   ,8554   
7580   ,20333  
12298  ,19011  
4702   ,9240   
2162   ,5199   
8      ,8      
8      ,8      
2620   ,4692   
3699   ,9131   
6224   ,13507  
22894  ,38630  
5370   ,11074  
3870   ,8162   
2514   ,5417   
1353   ,2441   
3357   ,7324   
6099   ,10460  
6761   ,16795  
5861   ,15003  
6010   ,11681  
5487   ,11413  
3615   ,13346  
4097   ,9173   
3629   ,8452   
6871   ,15308  
12405  ,21305  
21465  ,33963  
7861   ,19786  
3981   ,9811   
8006   ,15979  
5825   ,25406  
6606   ,13910  
11604  ,22095  
8133   ,21074  
10077  ,21037  
6909   ,33143  
7591   ,15597  
8364   ,19747  
12841  ,22617  
5231   ,18916  
3220   ,15555  
10743  ,21838  
6412   ,20137  
5108   ,10869  
3226   ,9588   
4030   ,8995   
3234   ,10994  
1913   ,4776   
4229   ,9690   
10807  ,27543  
26793  ,42101  
4466   ,9310   
2164   ,5358   
1775   ,4342   
667    ,1687   
2569   ,5705   
3927   ,8587   
10146  ,20397  
4713   ,8562   
3682   ,6613   
1420   ,2897   
8      ,8      
8      ,8      
1962   ,4300   
5615   ,11284  
7085   ,18527  
12322  ,23919  
11279  ,17256  
1897   ,4356   
8      ,8      
8      ,8      
3534   ,6172   
3137   ,11029  
10138  ,18183  
13069  ,23174  
4490   ,9549   
2933   ,6183   
2085   ,4297   
906    ,1817   
4483   ,9317   
4994   ,9107   
6068   ,14677  
5754   ,11341  
5654   ,14920  
4387   ,9235   
3542   ,8107   
3712   ,8154   
3259   ,7512   
6301   ,14089  
15067  ,27204  
26172  ,38338  
6573   ,17028  
4296   ,10189  
7800   ,19344  
5361   ,14391  
6006   ,13673  
19053  ,33605  
6753   ,16802  
18122  ,34340  
6683   ,32900  
5610   ,16426  
6129   ,13744  
12605  ,23720  
5480   ,22222  
7813   ,22461  
11837  ,27591  
5748   ,14839  
6073   ,12224  
2888   ,8512   
3259   ,7352   
2297   ,5627   
1553   ,5073   
11310  ,20234  
11978  ,23984  
6722   ,13846  
3649   ,7723   
1724   ,4289   
1337   ,3385   
586    ,1432   
2121   ,4577   
2784   ,6053   
19214  ,32706  
12778  ,19046  
2864   ,5568   
1115   ,2357   
8      ,8      
8      ,8      
1599   ,3278   
3554   ,11418  
6420   ,18210  
6331   ,11994  
11229  ,17311  
1515   ,3582   
8      ,8      
8      ,8      
2302   ,4672   
2581   ,6062   
8085   ,15770  
5104   ,11931  
4136   ,8411   
2622   ,5477   
1651   ,3450   
604    ,1279   
5264   ,11967  
3310   ,6926   
5435   ,14540  
15119  ,23274  
21311  ,34667  
3372   ,7330   
3465   ,11822  
3138   ,8885   
2967   ,6737   
6566   ,21944  
23650  ,37851  
12921  ,23483  
7779   ,15255  
4850   ,11484  
5571   ,15694  
4853   ,11002  
5750   ,12844  
12445  ,25588  
12166  ,27311  
26632  ,49045  
8104   ,19734  
5846   ,11995  
5707   ,23070  
4102   ,13295  
11849  ,30509  
4463   ,14230  
4824   ,17363  
5930   ,17832  
5555   ,11140  
3751   ,7112   
13133  ,29220  
1869   ,4483   
1443   ,4536   
12114  ,26443  
12708  ,23921  
4043   ,8902   
21995  ,36735  
1494   ,3590   
955    ,3828   
396    ,1020   
9641   ,16027  
2185   ,6133   
4774   ,10645  
12989  ,19565  
2134   ,4347   
663    ,1540   
8      ,8      
8      ,8      
1173   ,2500   
3126   ,13344  
13330  ,29168  
23194  ,32953  
3173   ,6663   
1258   ,3170   
8      ,8      
8      ,8      
848    ,1889   
4317   ,13176  
15395  ,24148  
15464  ,24680  
3324   ,9755   
2133   ,4349   
1147   ,2577   
504    ,1108   
2911   ,7542   
6235   ,9829   
6973   ,27051  
15847  ,28247  
4400   ,11731  
2853   ,6147   
3255   ,12177  
2407   ,5222   
2526   ,5590   
4440   ,9107   
15909  ,24752  
6571   ,16187  
8351   ,16395  
5405   ,14086  
4209   ,12063  
4556   ,9808   
5974   ,16219  
4464   ,12224  
6973   ,13563  
20135  ,37953  
7245   ,15710  
5700   ,11675  
12032  ,25071  
2828   ,9159   
12441  ,22338  
4190   ,10129  
5065   ,20919  
9366   ,22087  
4932   ,12144  
3210   ,6998   
16151  ,35324  
1418   ,3443   
1257   ,3479   
3528   ,8241   
6442   ,20845  
5718   ,11254  
6015   ,11656  
1470   ,3305   
5750   ,11083  
248    ,659    
9874   ,19663  
2280   ,8443   
3334   ,7897   
3565   ,7706   
1706   ,3669   
667    ,1308   
8      ,8      
8      ,8      
8296   ,17112  
3204   ,8476   
13888  ,25977  
4264   ,9137   
2118   ,4448   
1275   ,5233   
8      ,8      
8      ,8      
940    ,4109   
3700   ,10238  
14225  ,28423  
15890  ,26734  
2646   ,15213  
26796  ,42253  
9364   ,14941  
388    ,883    
1036   ,2626   
11818  ,21489  
5683   ,11743  
6425   ,16820  
3184   ,9420   
4238   ,7833   
2582   ,8960   
1748   ,3839   
2259   ,7238   
4059   ,11097  
4831   ,10123  
5676   ,11303  
9473   ,18296  
26564  ,49112  
4070   ,12067  
5846   ,11697  
5327   ,15763  
11724  ,17887  
11840  ,31032  
13430  ,34572  
13975  ,30424  
5418   ,14339  
11620  ,21575  
23929  ,39895  
5694   ,13775  
10683  ,25861  
10362  ,25761  
26669  ,48649  
19250  ,30878  
2053   ,8549   
3571   ,7372   
4440   ,7316   
1349   ,4756   
2469   ,5249   
4422   ,16696  
8132   ,17561  
2253   ,4174   
1128   ,2534   
2078   ,4011   
211    ,513    
1567   ,6454   
1561   ,4838   
3606   ,11625  
2526   ,5910   
1409   ,3149   
379    ,875    
8      ,8      
8      ,8      
8313   ,18078  
3033   ,8821   
4166   ,12285  
3119   ,7820   
1475   ,3402   
2407   ,6270   
8      ,8      
8      ,8      
859    ,3885   
1880   ,7973   
4747   ,11149  
3759   ,9218   
2092   ,8219   
9906   ,21293  
9347   ,14559  
330    ,670    
994    ,2124   
12629  ,18957  
9265   ,18102  
4687   ,10626  
2779   ,6058   
3771   ,8075   
1815   ,3966   
16403  ,30313  
10054  ,24042  
12169  ,23239  
14074  ,24829  
9473   ,20932  
13529  ,32111  
8110   ,21103  
3560   ,11656  
5347   ,12134  
4759   ,10513  
12297  ,19285  
6612   ,14662  
7780   ,16522  
14511  ,34105  
4502   ,11969  
4904   ,17484  
9776   ,27638  
4362   ,14173  
8747   ,29665  
9897   ,24819  
15512  ,29337  
14217  ,23487  
2021   ,8349   
2250   ,3622   
1503   ,7224   
726    ,3497   
14185  ,27480  
10221  ,19776  
5540   ,15038  
6549   ,11137  
727    ,1625   
406    ,1002   
122    ,329    
549    ,1123   
8234   ,12515  
11463  ,24754  
5122   ,10180  
1182   ,2496   
410    ,830    
8      ,8      
8      ,8      
450    ,2685   
3441   ,7749   
2835   ,9759   
15824  ,27284  
6413   ,9653   
2028   ,3280   
8      ,8      
8      ,8      
3801   ,6785   
2035   ,9827   
3304   ,6553   
10011  ,16571  
7238   ,13067  
1043   ,2169   
651    ,1461   
308    ,602    
2253   ,3521   
1571   ,3235   
7614   ,19517  
5425   ,13662  
2268   ,4984   
1878   ,5045   
1246   ,2983   
2857   ,11655  
3387   ,10963  
20966  ,35325  
25842  ,48549  
12081  ,25292  
14603  ,33741  
2545   ,6347   
11078  ,20220  
10048  ,23931  
6575   ,13733  
3382   ,7701   
31525  ,55655  
10424  ,25668  
8831   ,23220  
3077   ,8781   
2797   ,9896   
1980   ,6865   
7857   ,14323  
2525   ,7262   
8611   ,28678  
7034   ,20443  
1719   ,5742   
3157   ,6361   
592    ,1130   
1215   ,7736   
809    ,3992   
1681   ,6070   
12911  ,28152  
11981  ,22460  
6507   ,11042  
416    ,924    
306    ,737    
157    ,319    
293    ,624    
6421   ,10472  
12384  ,23983  
15378  ,29041  
952    ,2013   
256    ,569    
8      ,8      
8      ,8      
151    ,1107   
2830   ,7387   
2428   ,12183  
9192   ,16475  
6103   ,8814   
402    ,915    
8      ,8      
8      ,8      
2282   ,3512   
1958   ,6523   
11985  ,22927  
19631  ,33384  
8287   ,15162  
329    ,630    
188    ,458    
860    ,1118   
2065   ,4150   
825    ,1718   
13051  ,31021  
6946   ,14579  
2073   ,4318   
2186   ,3931   
1208   ,2558   
594    ,1312   
1740   ,5690   
30325  ,49863  
5970   ,16567  
8213   ,19789  
17890  ,36840  
2315   ,5855   
11737  ,27788  
12871  ,34868  
13842  ,28284  
11556  ,27802  
49640  ,89649  
36821  ,74878  
5489   ,15329  
9677   ,24940  
5771   ,12241  
899    ,1816   
17841  ,38210  
2093   ,4682   
33955  ,71371  
13716  ,28587  
867    ,2050   
4044   ,10780  
445    ,980    
1426   ,6893   
666    ,3412   
609    ,1416   
7502   ,16234  
21412  ,32153  
598    ,1301   
371    ,1571   
253    ,1333   
664    ,961    
187    ,426    
611    ,1360   
7488   ,12039  
17020  ,25671  
591    ,1261   
2534   ,3520   
8      ,8      
8      ,8      
56     ,162    
1352   ,7800   
2102   ,10831  
5722   ,10194  
597    ,1379   
320    ,730    
8      ,8      
8      ,8      
777    ,1068   
2925   ,9234   
12115  ,24417  
4092   ,11849  
1052   ,5796   
137    ,339    
133    ,332    
788    ,969    
457    ,1952   
629    ,1307   
19926  ,39312  
16821  ,33965  
1360   ,2930   
1805   ,3114   
836    ,4727   
356    ,735    
1939   ,4022   
11607  ,28197  
5914   ,20794  
39855  ,69026  
12673  ,25024  
5191   ,12047  
7048   ,20945  
2929   ,9310   
12717  ,28419  
11195  ,26077  
12968  ,31262  
39317  ,78375  
12328  ,30246  
11369  ,18460  
5322   ,11751  
673    ,1424   
11518  ,27014  
3804   ,16674  
7919   ,13231  
13193  ,23818  
2468   ,5554   
3230   ,15734  
3511   ,5197   
21554  ,43282  
867    ,4441   
398    ,936    
4833   ,12323  
1466   ,3120   
250    ,422    
624    ,1749   
155    ,1103   
658    ,1515   
130    ,289    
205    ,404    
1029   ,3884   
3626   ,7323   
1716   ,2439   
2464   ,3352   
8      ,8      
8      ,8      
3991   ,10475  
1190   ,5065   
1607   ,3892   
15332  ,30071  
261    ,625    
200    ,379    
8      ,8      
8      ,8      
166    ,359    
952    ,3479   
1410   ,4518   
1698   ,6801   
362    ,2405   
86     ,189    
61     ,159    
102    ,219    
24178  ,37476  
463    ,1019   
12582  ,21805  
26138  ,57228  
4644   ,8182   
5106   ,14218  
11742  ,24214  
178    ,425    
885    ,1406   
1144   ,2400   
4236   ,10001  
19785  ,43582  
15198  ,37695  
23224  ,48139  
5828   ,15525  
3693   ,7159   
8155   ,21519  
21680  ,42945  
21040  ,46046  
4258   ,11582  
13766  ,33178  
969    ,2382   
17244  ,35892  
427    ,840    
947    ,5625   
5662   ,15972  
16277  ,36804  
15513  ,26934  
1049   ,3575   
8219   ,17255  
105    ,246    
246    ,1259   
677    ,3545   
272    ,614    
3520   ,6568   
1086   ,1724   
100    ,188    
419    ,552    
62     ,147    
56     ,167    
31     ,84     
103    ,258    
2567   ,11688  
4314   ,11534  
2007   ,4684   
38     ,55     
8      ,8      
8      ,8      
3990   ,10442  
207    ,437    
2212   ,9117   
12821  ,22852  
164    ,342    
69     ,100    
8      ,8      
8      ,8      
49     ,148    
201    ,850    
389    ,1123   
17243  ,33304  
167    ,453    
35     ,89     
2994   ,5677   
50     ,64     
284    ,349    
8314   ,21438  
3462   ,4522   
44410  ,86030  
7989   ,23515  
3272   ,5574   
14446  ,26214  
130    ,259    
249    ,512    
222    ,460    
1919   ,7504   
37949  ,81409  
12432  ,32456  
37445  ,72311  
8325   ,20302  
6457   ,11790  
3093   ,8386   
36004  ,65419  
20787  ,45080  
130    ,333    
9052   ,21228  
71     ,141    
14928  ,24005  
87     ,145    
92     ,158    
4036   ,9373   
15537  ,35145  
14663  ,24804  
67     ,139    
4224   ,11372  
38     ,63     
25     ,25     
112    ,178    
93     ,167    
225    ,447    
846    ,932    
11     ,17     
13     ,16     
20     ,36     
16     ,29     
13     ,27     
53     ,100    
88     ,184    
1591   ,6054   
475    ,2768   
8      ,8      
8      ,8      
8      ,8      
17     ,18     
63     ,111    
1597   ,6101   
456    ,2979   
43     ,81     
17     ,21     
8      ,8      
8      ,8      
18     ,36     
47     ,109    
144    ,219    
16881  ,31982  
39     ,154    
14     ,23     
2964   ,5624   
11     ,14     
16     ,16     
34     ,70     
76     ,173    
2181   ,9637   
1123   ,5647   
30     ,65     
3005   ,5694   
30     ,39     
89     ,122    
42     ,92     
1342   ,6193   
5818   ,15416  
4157   ,9931   
12308  ,21907  
4233   ,11411  
3284   ,6011   
137    ,301    
16019  ,26115  
300    ,674    
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
8      ,8      
